service_id,date,exception_type
000117,20230522,1
000117,20230524,1
000117,20230526,1
000118,20230719,1
000118,20230720,1
000119,20230513,1
000119,20230515,1
000119,20230517,1
000119,20230524,1
000119,20230602,1
000119,20230603,1
000119,20230610,1
000119,20230617,1
000119,20230624,1
000119,20230701,1
000119,20230703,1
000119,20230704,1
000120,20230522,1
000120,20230526,1
000120,20230623,1
000120,20230626,1
000120,20230627,1
000120,20230628,1
000120,20230629,1
000120,20230630,1
000121,20230523,1
000121,20230525,1
000121,20230530,1
000121,20230531,1
000121,20230601,1
000122,20230612,1
000122,20230615,1
000122,20230616,1
000123,20230613,1
000123,20230614,1
000124,20230708,1
000124,20230710,1
000124,20230711,1
000124,20230712,1
000124,20230713,1
000124,20230714,1
000124,20230715,1
000124,20230722,1
000124,20230729,1
000124,20230805,1
000125,20230619,1
000125,20230620,1
000125,20230621,1
000125,20230622,1
000126,20230727,1
000126,20230728,1
000126,20230802,1
000126,20230803,1
000126,20230804,1
000127,20230717,1
000127,20230718,1
000128,20230724,1
000128,20230725,1
000129,20230710,1
000129,20230711,1
000129,20230712,1
000129,20230713,1
000129,20230715,1
000129,20230716,1
000129,20230723,1
000129,20230724,1
000129,20230725,1
000129,20230726,1
000129,20230727,1
000129,20230728,1
000129,20230729,1
000129,20230730,1
000129,20230802,1
000129,20230803,1
000129,20230804,1
000129,20230805,1
000130,20230708,1
000130,20230709,1
000130,20230714,1
000130,20230722,1
000131,20230717,1
000132,20230718,1
000133,20230719,1
000133,20230720,1
000133,20230731,1
000133,20230801,1
000134,20230721,1
000135,20230616,1
000135,20230617,1
000135,20230618,1
000135,20230623,1
000135,20230624,1
000135,20230625,1
000135,20230626,1
000135,20230627,1
000135,20230628,1
000135,20230629,1
000135,20230630,1
000135,20230702,1
000135,20230703,1
000135,20230704,1
000136,20230508,1
000136,20230513,1
000136,20230514,1
000136,20230516,1
000136,20230517,1
000136,20230521,1
000136,20230522,1
000136,20230523,1
000136,20230524,1
000136,20230525,1
000136,20230526,1
000136,20230529,1
000136,20230530,1
000136,20230531,1
000136,20230601,1
000136,20230602,1
000136,20230603,1
000136,20230604,1
000136,20230605,1
000136,20230606,1
000136,20230607,1
000136,20230608,1
000136,20230609,1
000136,20230610,1
000136,20230611,1
000137,20230513,1
000137,20230514,1
000137,20230515,1
000137,20230516,1
000137,20230517,1
000137,20230521,1
000137,20230522,1
000137,20230523,1
000137,20230524,1
000137,20230525,1
000137,20230526,1
000137,20230529,1
000137,20230530,1
000137,20230531,1
000137,20230601,1
000137,20230602,1
000137,20230603,1
000137,20230604,1
000137,20230605,1
000137,20230606,1
000137,20230607,1
000137,20230608,1
000137,20230609,1
000137,20230610,1
000137,20230611,1
000137,20230612,1
000137,20230613,1
000137,20230614,1
000137,20230615,1
000137,20230616,1
000137,20230617,1
000137,20230618,1
000137,20230619,1
000137,20230620,1
000137,20230621,1
000137,20230622,1
000137,20230623,1
000137,20230624,1
000137,20230625,1
000137,20230626,1
000137,20230627,1
000137,20230628,1
000137,20230629,1
000137,20230630,1
000137,20230703,1
000137,20230704,1
000138,20230508,1
