Nom de la gare;Code UIC;Code postal;Segmentation DRG;Total Voyageurs 2021;Total Voyageurs + Non voyageurs 2021;Total Voyageurs 2020;Total Voyageurs + Non voyageurs 2020;Total Voyageurs 2019;Total Voyageurs + Non voyageurs 2019;Total Voyageurs 2018;Total Voyageurs + Non voyageurs 2018;Total Voyageurs 2017;Total Voyageurs + Non voyageurs 2017;Total Voyageurs 2016;Total Voyageurs + Non voyageurs 2016;Total Voyageurs 2015;Total Voyageurs + Non voyageurs 2015
Morhange;87192286;57340;c;86458;86458;67681;67681;95491;95491;85641;85641;94951;94951;88379;88379;92337;92337
Mothern;87212456;67470;c;3201;3201;2617;2617;4919;4919;3323;3323;3462;3462;3894;3894;4910;4910
Mulhouse;87182063;68100;a;4074689;5361433;3408899;4485393;5320370;7000488;5055333;6651754;5174727;6808851;4946420;6508448;5017072;6601410
Munster;87182394;68140;b;212142;265177;205614;257017;245420;306775;252154;315192;276523;345654;276039;345048;274483;343104
Namps - Quevauvillers;87313379;80710;c;1366;1366;413;413;459;459;598;598;794;794;1198;1198;1084;1084
Négrondes;87595132;24460;c;4890;4890;1806;1806;2425;2425;1607;1607;1898;1898;2600;2600;2202;2202
Nérondes;87576454;18350;c;22127;22127;17334;17334;20245;20245;16909;16909;17891;17891;20498;20498;22791;22791
Nerpuy;87575167;86630;c;4861;4861;3618;3618;8067;8067;5377;5377;3317;3317;3850;3850;4050;4050
Neuillé-Pont-Pierre;87571547;37360;c;14943;14943;13053;13053;15069;15069;15307;15307;14988;14988;18315;18315;18864;18864
Neuves-Maisons;87141507;54230;c;21389;21389;13677;13677;26275;26275;20336;20336;17214;17214;16825;16825;23481;23481
Nevers;87696005;58000;a;771722;964653;559625;699532;876999;1096248;818644;1023305;880368;1100460;831561;1039452;875783;1094729
Nice Riquier;87756353;6300;b;1867980;2334975;1520804;1901005;2512599;3140749;2116248;2645310;2225085;2781357;1795171;2243964;1808679;2260849
Nice Saint-Augustin;87756254;6200;b;1078899;1348624;805886;1007357;1668234;2085292;1397161;1746451;1482063;1852579;1142175;1427719;1076577;1345721
Nîmes;87775007;30000;a;3376038;5626731;2369197;3948663;3585941;5976568;3669749;6116249;4105151;6841918;3937669;6562782;3794045;6323409
Nogent-l'Artaud - Charly;87116566;2310;c;367152;367152;283466;283466;490265;490265;440909;440909;421798;421798;380751;380751;376537;376537
Noizay;87574368;37210;c;3678;3678;2881;2881;2951;2951;2553;2553;2147;2147;2412;2412;3212;3212
Nouan-le-Fuzelier;87543157;41600;c;29593;29593;26442;26442;35637;35637;35741;35741;40678;40678;39239;39239;39077;39077
Nouzonville;87172023;8700;c;33050;33050;20182;20182;22170;22170;22648;22648;30330;30330;37045;37045;39711;39711
Nuits-Saint-Georges;87713529;21700;b;197473;246841;200388;250485;243129;303911;220669;275836;242194;302742;239543;299429;253622;317028
Nurieux-Volognat;87743351;1760;c;12886;12886;9901;9901;20701;20701;18300;18300;22712;22712;23201;23201;24107;24107
Obernai;87214288;67210;b;583441;583441;493365;493365;691394;691394;631775;631775;663806;663806;639768;639768;648453;648453
Oermingen;87215632;67970;c;31151;31151;22606;22606;25491;25491;30956;30956;34756;34756;36005;36005;37456;37456
Ollioules - Sanary-sur-Mer;87755231;83190;b;314754;393443;244590;305738;359553;449442;336111;420139;355715;444643;318763;398454;312150;390187
Olonne-sur-Mer;87486431;85340;c;10075;10075;6788;6788;8921;8921;8271;8271;6516;6516;4641;4641;3266;3266
Ormoy-Villers;87271585;60800;c;37966;37966;19872;19872;34935;34935;36850;36850;39181;39181;34870;34870;31704;31704
Paimpol;87473868;22500;c;65144;65144;52778;52778;66268;66268;59474;59474;52887;52887;42884;42884;50181;50181
Pantin;87113209;93500;b;5100100;5100100;3862190;3862190;8005187;8005187;8231485;8231485;8472409;8472409;8551965;8551965;8605431;8605431
Parempuyre;87581710;33290;c;35888;35888;27698;27698;52843;52843;34682;34682;23953;23953;18296;18296;19234;19234
Paris Gare du Nord;87758904;75010;a;126622180;148849186;92236287;107666015;244759909;272898471;244502421;271824491;248007131;275962568;242319816;268774859;238424127;263994241
Parthenay;87487173;79200;;5953;5953;6148;6148;24252;24252;31913;31913;39519;39519;40421;40421;43508;43508
Peltre;87192203;57245;c;20934;20934;19134;19134;27544;27544;25365;25365;26189;26189;29581;29581;33283;33283
Périgueux;87595009;24000;b;760506;884310;571556;664600;838256;974716;767758;892742;894784;1040446;868885;1010331;902669;1049615
Pertuis;87751362;84120;c;5900;5900;5067;5067;9661;9661;16784;16784;53695;53695;51534;51534;51241;51241
Petit-Croix;87184267;90130;c;19990;19990;16419;16419;18014;18014;12121;12121;12130;12130;16124;16124;23786;23786
Peyrehorade;87672337;40300;c;20981;20981;12908;12908;19160;19160;15140;15140;18223;18223;17959;17959;20360;20360
Picon Busserine;87759290;13014;c;10272;10272;4073;4073;5253;5253;3197;3197;8841;8841;10309;10309;10906;10906
Pierrelatte;87764308;26700;b;227218;284023;187033;233791;287040;358800;258083;322604;284941;356177;262644;328305;286326;357908
Plaisir - Grignon;87393421;78370;b;2204517;2204517;1425832;1425832;2824885;2824885;2913422;2913422;3031163;3031163;3086849;3086849;3129448;3129448
Poix-Terron;87172171;8430;c;93089;93089;87037;87037;89351;89351;79069;79069;77877;77877;70173;70173;62413;62413
Poliénas;87761742;38210;c;29666;29666;24212;24212;32826;32826;28145;28145;32515;32515;27218;27218;23765;23765
Pompadour;87594663;19410;c;1762;1762;843;843;1816;1816;3018;3018;7890;7890;8892;8892;10996;10996
Pont Cardinet;87381111;75017;b;6257223;6257223;3309895;3309895;6759706;6759706;6103661;6103661;5633400;5633400;5161047;5161047;3511372;3511372
Pont de Dore;87734459;63920;c;40437;40437;37081;37081;58791;58791;55333;55333;64852;64852;64099;64099;68005;68005
Pont-de-Buis;87474056;29590;c;21778;21778;12707;12707;17857;17857;12148;12148;5625;5625;7553;7553;10252;10252
Pont-du-Château;87734087;63430;D;43341;43341;42416;42416;46360;46360;44687;44687;49169;49169;49051;49051;50059;50059
Ponthierry - Pringy;87682526;77310;b;421325;421325;225928;225928;495137;495137;503026;503026;513571;513571;513654;513654;511417;511417
Porta;87611491;66146;D;0;0;1;1;6;6;19;19;14;14;96;96;1;1
Port-Vendres;87784264;66660;c;28342;28342;16364;16364;27707;27707;21974;21974;24506;24506;23462;23462;26408;26408
Pougues-les-Eaux;87696211;58320;c;12459;12459;9332;9332;13517;13517;12061;12061;12487;12487;14638;14638;17385;17385
Pouxeux;87144428;88550;c;14666;14666;10604;10604;13399;13399;10635;10635;12728;12728;7487;7487;5278;5278
Puybrun;87594754;46130;c;1060;1060;715;715;1084;1084;753;753;916;916;1325;1325;1505;1505
Raedersheim;87182717;68190;c;41128;41128;34582;34582;52673;52673;46533;46533;48062;48062;45192;45192;43876;43876
Raismes;87343319;59590;c;30946;30946;30960;30960;47322;47322;42094;42094;43713;43713;39930;39930;37624;37624
Rambouillet;87393314;78120;b;3141742;3141742;2237887;2237887;4690955;4690955;4924244;4924244;5197945;5197945;5380142;5380142;5551959;5551959
Reignier-Ésery;87746511;74930;c;94568;94568;54124;54124;42475;42475;30905;30905;50371;50371;45608;45608;44274;44274
Rethel;87172270;8300;b;281153;351441;226047;282559;325947;407434;290076;362595;332092;415115;330461;413076;350544;438181
Revigny-sur-Ornain;87175018;55800;c;97253;97253;90024;90024;89991;89991;78841;78841;87446;87446;90608;90608;99365;99365
Rezé Pont Rousseau;87481036;44400;b;139923;174903;115148;143936;184589;230736;176216;220270;163440;204300;147178;183973;113131;141414
Ribécourt-Dreslincourt;87276766;60170;c;113866;113866;87888;87888;94451;94451;91803;91803;99963;99963;97580;97580;102379;102379
Rives;87747246;38140;b;276192;345240;231234;289043;350318;437898;320734;400918;338855;423569;319696;399620;340527;425658
Rochy-Condé;87313601;60510;c;3828;3828;3031;3031;4026;4026;4373;4373;4082;4082;3196;3196;2779;2779
Rodez;87613422;12000;b;177006;221257;133295;166618;181828;227285;162690;203362;198543;248179;191173;238967;194256;242820
Roeschwoog;87212407;67480;c;52696;52696;43367;43367;58857;58857;53478;53478;54412;54412;54688;54688;56596;56596
Romilly-la-Puthenaye;87387175;27170;c;7747;7747;7101;7101;9401;9401;11751;11751;12324;12324;11288;11288;11769;11769
Roquebrune-Cap-Martin;87756460;6190;c;77252;77252;57143;57143;90870;90870;76162;76162;80701;80701;63277;63277;50498;50498
Roquesérière - Buzet;87615351;31380;c;770;770;813;813;1016;1016;1322;1322;3204;3204;3009;3009;4009;4009
Rosa Parks;87654798;75019;b;5937856;5937856;2865667;2865667;9038087;9038087;9029393;9029393;9065994;9065994;8923180;8923180;0;0
Rosières-aux-Salines;87141127;54110;b;199758;249698;196168;245210;207123;258904;175444;219305;164023;205028;168320;210400;154662;193328
Rosny Bois Perrier;87113696;93110;b;4959155;4959155;3206275;3206275;6404337;6404337;6491187;6491187;6520046;6520046;6464430;6464430;6381483;6381483
Rothau;87214726;67570;b;128195;160243;111464;139330;152482;190602;149967;187459;155932;194915;152538;190673;152120;190150
Rouessé-Vassé;87396259;72140;c;1931;1931;1363;1363;3248;3248;2902;2902;1925;1925;2492;2492;2716;2716
Rungis La Fraternelle;87546291;94150;b;381602;381602;325738;325738;772844;772844;785411;785411;808269;808269;813669;813669;816513;816513
Russ Hersbach;87214684;67130;c;64459;64459;54688;54688;63451;63451;62414;62414;68659;68659;69828;69828;68740;68740
Saint-Aignan - Noyers;87574897;41110;c;75965;75965;81130;81130;96602;96602;84308;84308;85083;85083;82671;82671;83040;83040
Saint-Amand-Montrond - Orval;87576322;18200;c;49900;49900;44514;44514;57623;57623;47585;47585;56650;56650;54625;54625;59638;59638
Saint-Antoine-du-Rocher;87571539;37360;c;20637;20637;13290;13290;14268;14268;17539;17539;17089;17089;19044;19044;21199;21199
Saint-Astier;87595249;24110;b;141576;176971;107474;134342;140127;175159;132628;165785;155975;194969;154801;193501;157923;197403
Saint-Aubin-sur-Scie;87415125;76550;c;8532;8532;7474;7474;11437;11437;10580;10580;13337;13337;15054;15054;16024;16024
Saint-Avold;87193318;57500;b;185472;231840;150433;188041;250873;313591;229493;286866;263471;329339;247406;309257;267007;333759
Saint-Brice-sur-Vienne;87592691;87200;c;883;883;613;613;248;248;303;303;473;473;168;168;149;149
Saint-Claude;87743633;39200;c;22075;22075;14553;14553;33828;33828;25474;25474;33105;33105;33065;33065;33303;33303
Saint-Cyr Les Lecques - La Cadière;87755215;83270;b;302578;311936;237125;244459;339760;350268;319207;329079;343919;354556;317891;327723;313556;323254
Saint-Denis;87271015;93200;b;22511642;22511642;16128368;16128368;32141497;32141497;32855279;32855279;33275543;33275543;32732352;32732352;32140562;32140562
Saint-Denis-lès-Martel;87594572;46600;c;16202;16202;10024;10024;13427;13427;14091;14091;18682;18682;19801;19801;18147;18147
Sainte-Colombe Septveilles;87116178;77650;b;123972;123972;80801;80801;139106;139106;136480;136480;135314;135314;131745;131745;127795;127795
Sainte-Gauburge;87444604;61370;c;1412;1412;1062;1062;3656;3656;3617;3617;3826;3826;4134;4134;3578;3578
Saint-Étienne-du-Rouvray;87411215;76800;c;20282;20282;18352;18352;33652;33652;25943;25943;25475;25475;23572;23572;25593;25593
Saint-Fargeau-Ponthierry;87682542;77310;b;114066;114066;56040;56040;120792;120792;119266;119266;118313;118313;115100;115100;111544;111544
Saint-Florentin - Vergigny;87683318;89600;c;62189;62189;45126;45126;75902;75902;60389;60389;68828;68828;64391;64391;68353;68353
Saint-Flour - Chaudes-Aigues;87783175;15100;c;20499;20499;16395;16395;20316;20316;21879;21879;23882;23882;24011;24011;31195;31195
Saint-Fons;87728501;69190;c;61551;61551;48401;48401;71582;71582;54319;54319;58406;58406;56504;56504;59334;59334
Saint-Genouph;87571851;37510;c;278;278;155;155;708;708;352;352;1104;1104;752;752;1025;1025
Saint-Gilles-Croix-de-Vie;87486571;85800;c;105056;105056;79246;79246;113411;113411;99438;99438;105626;105626;93217;93217;61724;61724
Saint-Hilaire - Brizambourg;87491324;17500;c;555;555;201;201;376;376;306;306;316;316;519;519;378;378
Saint-Jacques-de-la-Lande;87471052;35136;c;3715;3715;3741;3741;7747;7747;5255;5255;7918;7918;9182;9182;12966;12966
Saint-Jean-d'Angély;87491357;17400;c;33939;33939;27563;27563;39979;39979;35005;35005;41399;41399;48960;48960;51363;51363
Saint-Jean-de-Luz - Ciboure;87677120;64500;b;394019;492524;270478;338098;380647;475809;314755;393444;340250;425313;302297;377871;313339;391674
Saint-Julien - Clénay;87713834;21490;c;33306;33306;34658;34658;29002;29002;28038;28038;28595;28595;28223;28223;29962;29962
Saint-Julien-en-Genevois;87745430;74160;b;170739;213424;104246;130307;179201;224001;152415;190519;176615;220769;154983;193729;164120;205150
Saint-Laurent-du-Var;87756346;6700;b;677643;847054;518192;647740;858618;1073273;702731;878414;727699;909624;576583;720728;581727;727159
Saint-Marcellin;87761718;38160;b;450834;563543;346192;432740;552928;691160;476660;595825;534373;667966;471767;589709;479187;598984
Saint-Médard-sur-Ille;87478024;35250;c;35674;35674;32013;32013;38691;38691;33338;33338;43477;43477;43871;43871;46537;46537
Saint-Michel-sur-Orge;87545202;91240;b;2116656;2116656;1640067;1640067;3466862;3466862;3439611;3439611;3427512;3427512;3345767;3345767;3252456;3252456
Saint-Nabord;87146217;88200;c;6162;6162;4724;4724;6705;6705;5103;5103;5094;5094;3978;3978;2351;2351
Saint-Ouen;87271247;93400;b;1599702;1599702;207533;207533;3778187;3778187;3826855;3826855;3935467;3935467;3949540;3949540;3942411;3942411
Saint-Ouen-l'Aumône;87276105;95310;b;1461386;1461386;815623;815623;1981424;1981424;1968878;1968878;1946678;1946678;1887874;1887874;1828723;1828723
Saint-Ouen-l'Aumône Quartier de l'Église;87381426;95310;b;586174;586174;278841;278841;589690;589690;553932;553932;520876;520876;480297;480297;482195;482195
Saint-Patrice;87571810;37130;c;15087;15087;9345;9345;10059;10059;9915;9915;8345;8345;8360;8360;8861;8861
Saint-Pierre-d'Albigny;87741223;73250;b;106996;133745;80062;100078;122670;153338;107951;134939;123836;154795;115889;144862;120717;150897
Saint-Pierre-Quiberon;87476440;56510;c;9540;9540;6915;6915;7364;7364;4967;4967;4279;4279;3584;3584;3208;3208
Saint-Pierre-sur-Dives;87444216;14170;c;46540;46540;34560;34560;42027;42027;37490;37490;36578;36578;32687;32687;35797;35797
Saint-Pol-de-Léon;87474569;29250;c;1066;1066;1173;1173;4775;4775;11471;11471;14305;14305;13486;13486;12652;12652
Saint-Raphaël;87757526;83700;a;1090001;1362502;768875;961094;1137127;1421409;1007163;1258954;1216384;1520480;1165828;1457285;1220277;1525346
Saint-Rome-de-Cernon;87783431;12490;c;1346;1346;943;943;1656;1656;1755;1755;2114;2114;1974;1974;2808;2808
Saint-Seurin-sur-l'Isle;87584615;33660;b;108890;136112;86773;108467;117350;146688;109771;137214;122325;152906;117801;147251;113359;141698
Saint-Thégonnec;87474312;29410;c;126;126;80;80;591;591;399;399;662;662;1114;1114;536;536
Saint-Victurnien;87592683;87420;c;4578;4578;2816;2816;2588;2588;1825;1825;3233;3233;3407;3407;4026;4026
Saint-Vit;87718320;25410;b;112510;140637;97734;122168;125721;157152;117759;147199;156715;195894;204056;255070;205485;256856
Salbris;87543165;41300;b;199298;249122;139089;173861;209773;262216;199767;249709;200632;250790;193643;242053;195333;244166
Sallanches - Combloux - Megève;87746438;74700;b;298518;328041;264387;290535;347272;381617;311327;342118;329130;361681;309005;339566;307792;338233
Salles-Courbatiès;87613877;12260;c;3435;3435;2547;2547;3644;3644;1871;1871;1872;1872;1732;1732;1680;1680
Saône;87718502;25660;c;14367;14367;22035;22035;30007;30007;25591;25591;29757;29757;27234;27234;30774;30774
Sarcelles - Saint-Brice;87276386;95200;b;4889833;4889833;1368690;1368690;5638420;5638420;5684113;5684113;5658290;5658290;5628043;5628043;5570586;5570586
Sarrance;87672766;64490;c;1468;1468;1021;1021;1771;1771;997;997;1262;1262;717;717;61;61
Sathonay - Rillieux;87723700;69580;b;232712;232712;233402;233402;370459;370459;313475;313475;291170;291170;245349;245349;239512;239512
Sausset-les-Pins;87753558;13960;b;45374;56718;34153;42692;69283;86604;63931;79913;80008;100010;81718;102147;88608;110760
Sauto;87784777;66210;c;142;142;107;107;79;79;89;89;30;30;101;101;86;86
Savonnières;87571844;37510;c;2244;2244;1409;1409;2262;2262;2974;2974;3422;3422;3173;3173;3017;3017
Schweighouse-sur-Moder;87213108;67590;c;22244;22244;15991;15991;24974;24974;21221;21221;16061;16061;17854;17854;18739;18739
Sées;87444695;61500;c;59540;59540;41849;41849;77199;77199;77622;77622;89164;89164;85925;85925;92300;92300
Selles-sur-Cher;87576868;41130;c;27077;27077;19177;19177;27663;27663;23660;23660;26682;26682;26725;26725;27074;27074
Servon-sur-Vilaine;87471532;35530;c;105276;105276;90761;90761;123451;123451;104001;104001;95310;95310;97967;97967;107563;107563
Sevran - Livry;87271429;93270;b;3906248;3906248;2632823;2632823;5792675;5792675;5902128;5902128;5982229;5982229;5973397;5973397;5932168;5932168
Sin-le-Noble;87345405;59450;c;27606;27606;27972;27972;67533;67533;60850;60850;65263;65263;59406;59406;59507;59507
Solignac - Le Vigen;87592246;87110;c;1466;1466;1044;1044;1752;1752;1234;1234;1900;1900;2047;2047;2572;2572
Sospel;87756825;6380;c;24291;24291;28644;28644;57160;57160;52227;52227;56821;56821;50748;50748;46369;46369
Sous le Bois;87295543;59600;c;7;7;12;12;342;342;374;374;334;334;496;496;715;715
Steenwerck;87286161;59181;c;42800;42800;35755;35755;48554;48554;40214;40214;43893;43893;47339;47339;49252;49252
Strasbourg;87212027;67000;a;16328098;19209527;13049946;15352878;21465169;25253140;20170472;23729967;19989293;23516815;18472587;21732456;18232891;21450461
Suèvres;87574236;41500;c;53;53;49;49;170;170;61;61;62;62;183;183;63;63
Surdon;87444562;61570;c;68898;68898;42455;42455;66411;66411;56612;56612;63283;63283;65125;65125;55804;55804
Surgères;87485227;17700;b;341933;427417;257923;322403;372949;466186;350762;438453;370151;462689;332363;415453;361287;451609
Sury-le-Comtal;87726422;42450;c;20619;20619;13371;13371;21113;21113;18364;18364;20035;20035;17312;17312;21352;21352
Tain-l'Hermitage - Tournon;87761163;26600;b;393281;491601;335257;419071;505404;631755;448862;561078;470380;587975;440660;550825;451618;564523
Tantonville;87141598;54116;c;6;6;2;2;9;9;150;150;425;425;397;397;391;391
Tanus;87615674;81190;c;2846;2846;2586;2586;2590;2590;1752;1752;1695;1695;1536;1536;1418;1418
Tarbes;87671008;65000;b;492773;608362;334030;412383;428617;529157;407099;502591;512070;632185;482700;595926;516136;637206
Templeuve;87286625;59242;b;482148;602686;451953;564941;738654;923317;675777;844721;650435;813044;583486;729358;564443;705554
Tenay - Hauteville;87743757;1970;c;29582;29582;21893;21893;29469;29469;34144;34144;34113;34113;30560;30560;32579;32579
Teting-sur-Nied;87193342;57114;c;3458;3458;1869;1869;1608;1608;1648;1648;1846;1846;1642;1642;1778;1778
Thaon;87144097;88150;b;264671;330839;206600;258250;256138;320173;217211;271513;243687;304609;241675;302094;269935;337419
Thézy-Glimont;87316125;80110;c;12819;12819;10762;10762;14525;14525;12411;12411;13471;13471;15907;15907;18617;18617
Thieux - Nantouillet;87272054;77230;c;33262;33262;13628;13628;25362;25362;22740;22740;25483;25483;22954;22954;20529;20529
Thionville;87191007;57100;a;2394267;2468316;1940743;2000766;2944821;3035898;2786603;2872787;2987868;3080277;2798556;2885110;2743320;2828165
Thiviers;87595124;24800;b;98132;122665;75710;94638;109391;136739;100021;125027;121456;151820;117815;147269;115606;144507
Torpes - Boussières;87718114;25320;c;3324;3324;3100;3100;2743;2743;2086;2086;1492;1492;2373;2373;2288;2288
Touët-de-l'Escarène;87756817;6440;c;2339;2339;2130;2130;3107;3107;2585;2585;3027;3027;2368;2368;2019;2019
Toulon;87755009;83000;a;3667722;5165806;2524370;3555450;3668509;5166915;3534118;4977632;4122788;5806743;3835728;5402434;3813793;5371539
Trappes;87393835;78190;b;3020129;3020129;2197802;2197802;4133446;4133446;4193129;4193129;4291263;4291263;4324488;4324488;4341910;4341910
Trentels Ladignac;87586446;47140;c;0;0;746;746;850;850;585;585;1057;1057;501;501;316;316
Uckange;87191130;57270;b;455181;464471;331562;338328;494204;504289;414838;423304;397491;405603;323709;330316;233101;237858
Valençay;87576215;36600;c;25675;25675;15310;15310;17372;17372;17864;17864;18854;18854;19882;19882;19380;19380
Valence d'Agen;87611863;82400;c;63793;63793;49269;49269;60291;60291;53380;53380;60396;60396;64647;64647;70260;70260
Vandières;87192476;54121;c;8806;8806;6261;6261;8932;8932;6514;6514;6031;6031;6315;6315;7460;7460
Varangéville - Saint-Nicolas;87141101;54110;b;282964;353705;231914;289893;302982;378727;292272;365340;292623;365778;255131;318914;253934;317417
Varilhes;87611327;9120;c;37204;37204;22937;22937;44325;44325;33531;33531;43364;43364;45531;45531;50304;50304
Vaucresson;87382267;92420;b;1581017;1581017;937830;937830;1785206;1785206;1752992;1752992;1731887;1731887;1676989;1676989;1601731;1601731
Vaulry;87592451;87140;c;0;0;0;0;229;229;150;150;23;23;38;38;115;115
Vaux-sur-Seine;87381814;78740;b;359744;359744;154770;154770;286181;286181;317047;317047;353446;353446;385904;385904;371139;371139
Venerque - Vernet;87611392;31810;b;156003;195004;130582;163228;174216;217771;159166;198958;196492;245615;189512;236890;188479;235599
Vergèze - Codognan;87775114;30310;b;315649;394562;204051;255064;243949;304936;218204;272755;247436;309295;221370;276713;212990;266238
Vermenton;87683664;89270;c;5933;5933;4665;4665;6541;6541;5255;5255;4919;4919;4151;4151;4579;4579
Verneuil-l'Étang;87116079;77390;b;494717;494717;273994;273994;667781;667781;658852;658852;656054;656054;638495;638495;621339;621339
Verneuil-sur-Serre;87297119;2000;c;5281;5281;3813;3813;3396;3396;4330;4330;4334;4334;3070;3070;5774;5774
Verrey-sous-Salmaise;87713081;21540;c;21178;21178;19592;19592;19996;19996;20264;20264;24614;24614;23721;23721;25966;25966
Versailles Chantiers;87393009;78000;b;15922909;15922909;12376593;12376593;22909416;22909416;23336771;23336771;23974181;23974181;24132107;24132107;24191310;24191310
Vichy;87732008;3200;a;1052342;1238050;832494;979404;1309834;1540981;1193916;1404607;1295130;1523682;1218692;1433755;1265848;1489233
Vic-le-Comte;87734186;63270;b;198334;247917;181768;227210;232443;290554;196881;246102;215758;269698;205416;256770;216708;270885
Vic-sur-Cère;87645440;15800;c;10643;10643;6865;6865;9244;9244;10451;10451;11805;11805;11997;11997;12489;12489
Vidauban;87755421;83550;c;13759;13759;6576;6576;12161;12161;6847;6847;6246;6246;7931;7931;9173;9173
Vielmur-sur-Agout;87615492;81570;c;19473;19473;16881;16881;21524;21524;18237;18237;20724;20724;21009;21009;24362;24362
Villefranche - Vernet-les-Bains;87784686;66820;b;230878;288598;145043;181304;138231;172788;133167;166458;149035;186293;147923;184903;149814;187267
Villefranche-de-Lauragais;87615013;31290;b;225991;282489;184399;230499;226072;282591;176308;220386;222552;278190;220875;276094;219910;274888
Villeneuve-Saint-Georges;87681825;94190;b;14720746;14720746;9348272;9348272;17889110;17889110;18167340;18167340;18338319;18338319;18187384;18187384;18012745;18012745
Villennes-sur-Seine;87386649;78670;b;781301;781301;285276;285276;541158;541158;587565;587565;639197;639197;682829;682829;726073;726073
Villers-Cotterêts;87271734;2600;b;321562;401953;253080;316350;370900;463625;353457;441821;392138;490172;389764;487205;416589;520736
Villers-Saint-Paul;87276378;60870;c;68217;68217;53101;53101;74251;74251;64875;64875;72088;72088;72176;72176;76135;76135
Villiers-le-Bel - Gonesse - Arnouville;87276220;95400;b;2587211;2587211;3904492;3904492;12001779;12001779;12130982;12130982;12269112;12269112;12184681;12184681;12047909;12047909
Vincelles;87683631;89290;c;3358;3358;2504;2504;4584;4584;3004;3004;4222;4222;2495;2495;2922;2922
Vincey;87144063;88450;c;29570;29570;16652;16652;17932;17932;17225;17225;19685;19685;21937;21937;26350;26350
Viroflay Rive Gauche;87393215;78220;b;3373069;3373069;2634272;2634272;5633570;5633570;5330072;5330072;5067446;5067446;4726246;4726246;4389157;4389157
Vitry-en-Artois;87342113;62490;c;66628;66628;61341;61341;91824;91824;93824;93824;95886;95886;95222;95222;97110;97110
Vivonne;87575290;86370;c;30717;30717;24729;24729;34012;34012;33548;33548;37480;37480;37010;37010;43995;43995
Volvic;87641423;63530;c;9144;9144;6737;6737;8791;8791;7619;7619;9864;9864;9518;9518;8183;8183
Voujeaucourt;87184531;25420;c;11771;11771;10356;10356;12042;12042;10194;10194;11013;11013;8987;8987;10910;10910
Vraincourt - Viéville;87143024;52310;c;1190;1190;1555;1555;3326;3326;4557;4557;6653;6653;8549;8549;7554;7554
Vulaines-sur-Seine - Samoreau;87682443;77870;c;93951;93951;33356;33356;52885;52885;54449;54449;55824;55824;56647;56647;57163;57163
Walheim;87181065;68130;c;3868;3868;3444;3444;6940;6940;5902;5902;6420;6420;6135;6135;6043;6043
Waligator Parc;87191098;57433;c;6243;6243;4923;4923;7365;7365;6985;6985;5583;5583;3260;3260;6588;6588
Wesserling;87182618;68470;c;37173;37173;30909;30909;43828;43828;39150;39150;42020;42020;41751;41751;44627;44627
Wihr-au-Val - Soultzbach;87182378;68230;c;40428;40428;36875;36875;40307;40307;36849;36849;41448;41448;38444;38444;38570;38570
Wilwisheim;87212175;67270;c;38081;38081;30311;30311;39515;39515;39001;39001;33171;33171;32877;32877;34845;34845
Wingen-sur-Moder;87213744;67290;b;117977;147471;90890;113613;121851;152314;128401;160501;130779;163474;129989;162486;131362;164203
Woincourt;87317511;80520;c;846;846;1106;1106;4995;4995;7732;7732;11946;11946;13623;13623;14320;14320
Zetting;87193649;57115;c;12777;12777;17810;17810;15244;15244;14705;14705;17152;17152;17306;17306;16874;16874
Abbaretz;87481614;44170;c;27466;27466;22773;22773;38473;38473;38027;38027;35637;35637;33021;33021;35989;35989
Aéroport Charles de Gaulle 1;87271460;93290;b;3460437;3460437;2177954;2177954;7971396;7971396;7590098;7590098;7199779;7199779;6690263;6690263;6226179;6226179
Agay;87757559;83530;c;25094;25094;15390;15390;22284;22284;15093;15093;14154;14154;19240;19240;19121;19121
Aigueperse;87734129;63260;c;55143;55143;50677;50677;75954;75954;70745;70745;77218;77218;78088;78088;75873;75873
Aigues-Mortes;87775858;30220;c;8201;8201;5683;5683;6146;6146;5311;5311;4822;4822;3546;3546;3917;3917
Aime - La Plagne;87741769;73210;b;60161;75201;71603;89504;105825;132281;104267;130333;106398;132998;105331;131663;101243;126554
Aixe-sur-Vienne;87592667;87700;c;11887;11887;8611;8611;10016;10016;5734;5734;8524;8524;8301;8301;8442;8442
Aix-les-Bains le Revard;87741132;73100;b;1322646;1653308;988929;1236162;1515076;1893845;1287574;1609468;1370409;1713011;1295717;1619647;1299301;1624127
Albi;87615005;81000;b;391271;489089;287025;358781;415630;519537;368147;460184;432819;541024;392651;490814;412872;516090
Albias;87613398;82350;c;19376;19376;11378;11378;11386;11386;8780;8780;11579;11579;9415;9415;10586;10586
Altkirch;87182238;68130;b;250081;266043;217365;231239;322676;343273;303746;323134;310531;330353;286839;305148;284515;302676
Amagne - Lucquy;87172262;8300;c;48289;48289;38365;38365;52065;52065;48163;48163;47918;47918;37854;37854;40539;40539
Angoulême;87583005;16022;a;1516910;1784600;1111740;1307929;1826364;2148663;1712440;2014635;1835079;2158917;1688713;1986721;1717696;2020819
Anizy - Pinon;87296566;2320;c;76946;76946;59518;59518;87841;87841;75945;75945;83874;83874;80983;80983;87381;87381
Armentières;87286146;59280;b;671188;838985;613551;766939;793833;992292;761726;952158;826628;1033285;816834;1021043;811472;1014340
